Company Name,Link,Description,Location,get connected
Contrast Security,https://www.contrastsecurity.com/,"Contrast Security provides security technology that enables software applications to protect themselves against cyberattacks, heralding a new era of self-protecting software. Contrast’s patented deep security instrumentation enables accurate analysis and protection of an entire application portfolio, without disruptive scanning or expensive security experts.","Los Altos,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Contrast%20Security&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
GovReady,https://www.govready.com/,"GovReady automates and accelerates the federal compliance process for IT systems through its unique assessment engine that both teaches and gathers data. GovReadyQ, built for enterprises, as well as GovReady’s set of automation tools designed to kickstart compliance, guides teams step-by-step through the GRC process to build secure and compliant IT systems.","Washington,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=GovReady&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Teleport,https://goteleport.com/,"Gravitational offers solutions to securely deploy and manage applications. Teleport, its open source privileged access management solution, allows users to securely access remote servers across public and private clouds from any device or location while meeting strict compliance requirements. Teleport provides a seamless, unified solution for use across all teams while logging operational actions and recording interactive sessions across an infrastructure.","Oakland,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Teleport&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
HashiCorp,https://www.hashicorp.com/,"HashiCorp enables organizations to provision, secure, connect, and run any infrastructure for any application. HashiCorp’s suite of open source tools including Terraform, Vault, Consul, and Nomad allow developers and security professionals to maintain, provision, and ensure compliance across distributed infrastructure.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=HashiCorp&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
HYPR,https://www.hypr.com/,"HYPR is a decentralized authentication platform that enables consumers and employees to securely and seamlessly access mobile, web, and IoT applications while increasing the cost for potential attackers. Millions of users rely on HYPR, leveraging FIDO-Certified PKI architecture, to eliminate credential reuse, enhance user experience, and enable true passwordless security.","New York,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=HYPR&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Ion Channel,https://www.ionchannel.io/,"Ion Channel is a software supply-chain risk-management platform to secure enterprise development and operations. Developed for national defense, Ion Channel allows CISOs and engineering teams to automate governance as software is built and automate actions based on live data. Ion Channel runs in CI/CD pipelines and can monitor and deliver updated components to an S3 bucket.","Washington,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Ion%20Channel&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
MinerEye,https://www.minereye.com/,"MinerEye uses its proprietary Interpretive AITM technology to automatically identify and label mission sensitive data to enable effective collaboration and access control across multiple cloud instances and environments. By continuously and automatically scanning, identifying and categorizing sensitive data, MinerEye improves information governance, enhances data protection and reduces risk and operational costs.","Tel Aviv,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=MinerEye&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
NuCypher,https://www.nucypher.com/,"NuCypher is a comprehensive encryption layer that sits across an organization’s big data platforms (Hadoop, Kafka, Spark), whether on-premises or in the cloud. NuCypher uses proxy re-encryption to lift more enterprise big data into the cloud and can support agency CIOs in the challenge of securing many disparate data systems simultaneously.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=NuCypher&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Panaseer,https://www.panaseer.com/,"Panaseer, the first Continuous Controls Monitoring (CCM) platform for enterprise security, enables organizations to identify the risks that matter most. Identifying gaps in controls coverage, aligning security with frameworks and substantiating regulatory compliance, Panaseer’s platform aggregates data from security tools across the enterprise and presents them in sleek dashboards for the user, showing every asset, application, user and database in real-time. Panaseer’s automated reports map to the organization’s structure to prioritize risk based on impact, reduce reporting time and tailor insights to stakeholders at every level, enhancing decision-making from leadership to the analyst.","London,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Panaseer&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Privitar,https://www.privitar.com/,"Privitar is a data privacy management platform that enables data-driven enterprises to de-identify data, minimize risk, and achieve regulatory compliance while freeing them to use advanced analytics, artificial intelligence, and machine learning to extract the maximum value from the sensitive personal data they collect, manage, and use.","London,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Privitar&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
SecurityScorecard,https://www.securityscorecard.com/,"SecurityScorecard’s patented rating technology is used by more than 1,000 organizations for enterprise and third-party risk management, board reporting, and cyber insurance underwriting. SecurityScorecard continues to make the world a safer place by transforming the way companies understand, improve, and communicate cybersecurity risk to their boards, employees, and vendors.","New York,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=SecurityScorecard&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Sepio Systems,https://www.sepio.systems/,"Sepio delivers a hardware access control (HAC) platform that reduces the risk of unapproved, unmanaged, and rogue devices by providing complete visibility, control, and mitigation of all hardware assets by using the physical layer data. Sepio’s hardware fingerprinting, augmented by machine learning, discovers all managed, unmanaged, and hidden devices that are invisible to all other security tools. Sepio’s solution enhances Zero Trust, C2C, insider threat, CMMC, Section 889, BYOD, IT, OT, and IoT security programs.","Rockville,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Sepio%20Systems&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
SpyCloud,https://www.spycloud.co/,SpyCloud combines the world’s largest database of breach assets with automated remediation of exposed passwords to scale account takeover prevention for global enterprises.,"Austin,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=SpyCloud&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Sumo Logic,https://www.sumologic.com/,"Sumo Logic provides a secure, cloud-based service for logistics and metrics management for modern applications, providing real-time analytics and insights. Sumo Logic delivers a cloud-native, real-time machine data analytics platform that provides continuous insights across build, run, and secure disciplines for modern applications.","Redwood City,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Sumo%20Logic&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
CircleCI,https://www.circleci.com/,"CircleCI’s continuous integration and delivery platform helps software teams rapidly release code with confidence by automating the build, test, and deploy process. Velocity is critical for software teams in today’s competitive landscape, but maintaining speed can be difficult as apps and systems grow larger and more complex. CircleCI’s platform allows developers to rapidly release code (for web and mobile apps) they trust by automating the build, test, and deploy process. CircleCI enables developers to detect and fix bugs before they reach end customers.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=CircleCI&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
CloudApp,https://www.getcloudapp.com/,"CloudApp is an instant video and image sharing platform for professionals and enterprises. CloudApp is the fastest way to capture and embed video, GIFs, screencasts, and marked up images throughout business workflows (eg. software development, design, customer success, support, sales, marketing). Every file created is securely stored in the cloud, and accessible via native Mac and Windows Apps, or shareable on the web through password protected cl.ly short links.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=CloudApp&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Mapbox,https://www.mapbox.com/,"Mapbox is a live location platform that enables developers to design and publish custom maps quickly and at-scale. They have flexible tools for visualizing geospatial data available on the web, desktop, and mobile. Mapbox developer maps enable real-time routing and asset tracking, and the ability to add augmented reality to the physical world.","Washington,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Mapbox&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
OutSystems,https://www.outsystems.com/,"OutSystems is a low-code platform for developing web and mobile applications at scale that streamline operational processes and workflows and enable greater data accuracy. The platform allows for visual development of applications and easy integration into legacy systems, all while adhering to safe development practices as application models are automatically translated into secure code patterns.","Boston,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=OutSystems&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Phylum,https://www.phylum.io/,"Phylum helps developers uncover the threats and vulnerabilities behind third-party software, libraries, and packages. Leveraging large-scale data mining across the software ecosystems, machine learning, and heuristic analysis, Phylum continuously identifies, assesses, and reports on threats and vulnerabilities rooted in the software supply chain beyond traditional reactive vulnerability analysis tools.","Denver,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Phylum&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Stack Overflow,https://www.stackoverflow.com/,"Stack Overflow enables more than 50 million programmers to collaborate and solve coding problems through its online community. Stack Overflow for Enterprise provides a private, secure home for organization’s questions and answers — giving developer teams instant access to their peers’ and contractors’ expert knowledge of proprietary systems, processes, and intellectual capital.","New York,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Stack%20Overflow&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
OpenGov,https://www.opengov.com/,"OpenGov enhances government performance management by providing cloud software that leverages robust data analysis for better budgeting, improved operational intelligence, and comprehensive open data. OpenGov solutions give governments the right tools and relevant data for more informed decision-making and better outcomes for the public.","Redwood City,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=OpenGov&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Hivemapper,https://www.hivemapper.com/,"Hivemapper transforms existing video cameras into an intelligent system producing geospatial information to enable mission success. Hivemapper’s all-in-one mapping platform provides the ability to quickly search for any specific location, toggle between a 2D and 3D map, view change detection results, and export data into industry standard formats, such as .las files, to be imported into other GIS platforms.","Burlingame,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Hivemapper&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Unearth,https://www.unearthlabs.com/,"Unearth improves productivity in large contractor managed projects including construction, infrastructure, and physical security by providing collaboration software powered by IoT and remote sensing.","Seattle,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Unearth&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Momentous,https://www.amphuman.com/,"Momentous creates the first and only pre-workout product that gives your body more bicarb, a natural electrolyte, to help push your limits. PR Lotion is applied before strenuous physical activity to push your body further and recover faster so that individuals can come back strong the next day.","Park City,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Momentous&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Nymbl Systems,https://www.nymbl.healthcare/,"Nymbl Systems is a multipurpose practice management solution. Nymbl Systems platform leverages the latest technology to solve complex problems by simplifying work flows which reduces training, times spent in the software, and reporting.","Lexington,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Nymbl%20Systems&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Onfido,https://www.onfido.com/,"Onfido delivers next-generation identity verification. Powered by machine-learning technology, Onfido enables companies and governments to verify that their users are who they claim to be, without the need to meet them face-to-face, by combining identity document, facial recognition, and geo-location checks.","London,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Onfido&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
OneLogin,https://www.onelogin.com/,"OneLogin is a cloud-based identity and access management provider. OneLogin can implement identity management solutions in hours, delivering a fully featured administrative and self-service portal. OneLogin’s ability to handle on-premises and cloud/SaaS applications enables it to work on a hybrid enterprise. Its solution provides two-factor authentication, mobile identity management for one-click access on smartphones and tablets, and real-time directory synchronization with an extra layer of protection.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=OneLogin&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Saviynt,https://www.saviynt.com/,"Saviynt enables enterprises to secure applications, data, and infrastructure in a single FedRAMP-compliant platform for Cloud (AWS, Azure, Box, Dropbox, Hadoop, Office 365, Salesforce, Workday) and Enterprise (Cerner, Dynamics, Epic, Oracle EBS, SAP). Saviynt provides a single pane of glass over who has access to information across your infrastructure to address identity management and insider threat use cases. Saviynt provides real-time analytics for dynamic decision-making and proactive security.","El Segundo,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Saviynt&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
HAAS Alert,https://www.haasalert.com/,"HAAS Alert enables vehicles and infrastructure to communicate. We use interoperable hardware and software to connect public/private sector agencies performing critical operations on the road with motorists, smart cities, and connected and autonomous vehicles through a vehicle and infrastructure communication platform. With a suite of products to connect cities and fleets including mobile and IoT sensors, HAAS Alert creates broadcast signals from indicators such as lights and sirens from vehicles and distributes real-time data sets through the HAAS Alert Mobility Safety Cloud service.","Chicago,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=HAAS%20Alert&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
PROXXI,https://www.proxxiband.com/,"PROXXI produces a smart sensor that allows users to see electricity with software. PROXXI built the first digital electric field sensor that can interpret voltage and distance. It notifies the wearer by vibration (haptic feedback) when they get too close to an electric current and helps reinforce the limits of approach. Targeted at those in industry at risk of electrocution, it provides companies peace of mind and visibility through connected monitoring and insights into employee safety.","Vancouver,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=PROXXI&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Lynq,https://www.lynqme.com/,"Lynq changes how devices are connected enabling devices that connect peer-to-peer for miles without networks or infrastructure, in a manner that’s flexible and uniquely difficult to intercept and detect. Our technology adds mobility, security and network independence to data — extending the edge of connectivity, while allowing freedom from it. Data that spans from location to messages, sensor and any low-bandwidth data. Lynq’s licensable software can be integrated into any device and each is able to create their own secure, decentralized network capable of communicating over miles with any device “connected by Lynq”, the foundation for an ecosystem.","New York,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Lynq&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Spidr Tech,https://spidrtech.com/,"SPIDR Tech creates a community relationship management platform for public safety agencies. It allows law enforcement agencies to use their own data to automatically engage their citizens using victim follow-ups, citizen request follow-ups, targeted surveys, and more.","Manhattan Beach,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Spidr%20Tech&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Teal Drones,https://www.tealdrones.com/,"Teal Drones is a US-based Drone Manufacturer, which focuses on building out the software side. The Teal platform (combination of hardware and software), runs its own SDK. The combination of being made in the USA, exhilarating speed, and easy swap repairs make these drones useful for various applications.","Salt Lake City,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Teal%20Drones&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Fieldwire,https://fieldwire.com/,"Fieldwire is an end-to-end jobsite software - solution for the construction industry. With its instinctive mobile application, Fieldwire connects the entire project team — from the subcontractor’s foremen to the general contractor’s project manager — enabling efficient and real-time information sharing. Used on more than 800,000 projects worldwide, Fieldwire has saved its users millions of dollars by powering clear and efficient communication between the office and the field.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Fieldwire&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Hive,https://www.hive.com/,"Hive is a project management service that helps companies collaborate across their organizations to deliver effective projects and manage day-to-day work. The centralized platform enables companies to plan, execute, and track projects in real-time. With group messaging, file sharing, and over 1,000 app integrations, its tools are easy-to-use with powerful reporting and analytics for leadership.","New York,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Hive&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Sitetracker,https://www.sitetracker.com/,"Sitetracker manages high-volume distributed capital projects and assets. It enables customers to evaluate candidate sites in context and conduct capacity planning to identify staffing needs or resource bottlenecks. Sitetracker also allows customers to manage portfolios of high-volume projects with real-time reports and dashboards and manage post-deployment activities like maintenance, upgrades, and marketing in the same platform.","Palo Alto,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Sitetracker&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Infinite Composites,https://www.infinitecomposites.com/,"Infinite Composites (ICT), designs, develops, and manufactures advanced composite pressure vessels and structures. ICT was founded in 2010 to revolutionize composite pressure vessel technology. This led to the creation of the Infinite Composite Pressure Vessel, which provides up to 90% lower mass while reducing cost by up to 90% compared to traditional space pressure vessels and reducing lead time by up to 80%. ICT is the only AS9100D certified manufacturer of linerless composite pressure vessels.","Tulsa,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Infinite%20Composites&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Kepler Communications,https://www.keplercommunications.com/,"Kepler Communications is a satellite communications company working to establish an in-space telecommunications network for space-borne assets. Kepler is building cell phone towers in space to resolve the problem of intermittent connectivity for non-geostationary satellites. Its solution will open new business opportunities that require real-time connectivity to satellites, and reduce reliance on costly and difficult to deploy ground infrastructure.","Toronto,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Kepler%20Communications&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
META,https://www.metamaterial.com/,"META® delivers previously unachievable performance, across a range of applications, by inventing, designing, developing, and manufacturing sustainable, highly functional materials. Our extensive technology platform encompasses three core capabilities, holography, lithography, and wireless sensing, and is software and AI-design driven. This allows us to develop a library of solutions and functional prototypes much faster and at lower cost than traditional chemical synthesis. We enable leading global brands to deliver breakthrough products to their customers in consumer electronics, 5G communications, health and wellness, aerospace, automotive, and clean energy. META® owns a broad and growing portfolio of intellectual property, patents, and trademarks. Our achievements have been widely recognized, including being named a Global Cleantech 100 company.","Nova Scotia,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=META&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
RBC Signals,https://www.rbcsignals.com/,"RBC Signals provides global satellite communication “infrastructure as a service.” It aggregates the unused capacity of existing satellite ground stations around the world, providing a clean and simple way for ground station operators to increase the revenue generating potential of their systems. The company finds satellite customers, understands their technical needs and matches them with ground stations to serve their requirements.","Seattle,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=RBC%20Signals&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Slingshot Aerospace,https://www.slingshotaerospace.com/,"Slingshot Aerospace provides next generation signal processing AI. Its solutions and geospatial insights allow customers worldwide to make valuable decisions utilizing Earth Observation data, the world’s largest untapped data source, and other ancillary data sources. Slingshot aims to significantly improve the value of data customers consume to gain competitive advantage, reduce risk and reduce costs.","El Segundo,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Slingshot%20Aerospace&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Orca Security,https://orca.security/,"Get agentless cloud security and compliance for AWS, Azure, Google Cloud, and Kubernetes - in a fraction of the time and operational costs of other solutions.","Portland OR,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Orca%20Security&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Calypso AI,https://www.calypsoai.com/,CalypsoAI's independent model validation allows you to move your Artificial Intelligence initiatives from experiments to production assets. CalypsoAI combines industry-leading AI testing and human-in-the-loop decision making to give leaders the confidence they need to push AI projects into production.,"San Mateo,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Calypso%20AI&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Expanse,https://www.expanse.co/,"What is your system of record for public-facing assets? Expanse enables IT Ops teams to know what external assets they own and where they are so that Security teams can fully assess their attack surface to know when and where they are at risk. Using patented technologies and state-of-the-art tools in deep data structuring and analytics, Expanse’s Global Internet Sensing platform collects data from the world’s Internet connected devices, turns that data into knowledge, and organizes it to help organizations understand and secure their networks.",",",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Expanse&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Deep Labs,https://deep-labs.com/,"AI/ML was just the beginning. At Deep Labs, we’re removing the constraints of static, rule-based decisions for every business process. Our unique approach (which we call Persona-Based Intelligence) uses cutting edge data science, behavioral modeling, and huge data sets to deliver tangible value to the biggest names in finance, government, and retail.","Arlington,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Deep%20Labs&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Figure Eight,https://f8federal.com/,"Figure Eight is the essential human-in-the-loop AI platform for data science teams. Figure Eight helps customers generate high-quality customized training data for its machine learning initiatives or automate a business process with easy-to-deploy models and integrated human-in-the-loop workflows. The Figure Eight software platform supports a wide range of use cases including self-driving cars, intelligent personal assistants, medical image labeling, content categorization, customer support ticket classification, social data insight, CRM data enrichment, product categorization, and search relevance. Figure Eight serves data science teams at Fortune 500 and fast-growing data-driven organizations across a wide variety of industries.",",",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Figure%20Eight&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Thresher,https://www.thresher.io/,"Thresher's products combine signal-rich proprietary data, AI-powered technology, and world-class expertise to help decision makers understand China, even when the signal has been manipulated. We do this by combining the best of machine learning and subject matter expertise to provide clear, timely, actionable insights on today’s priorities. We believe that combining what computers do best with what experts do best creates powerful value.","Mclean,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Thresher&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Trueface,https://www.trueface.ai/,"Trueface has developed a suite of SDK’s and a dockerized container solution that harnesses the powers of machine learning and artificial intelligence to transform camera data into actionable intelligence. Facial recognition, weapon detection and age verification technologies are all easily deployable on your infrastructure, creating safer and smarter environments for your customers, employees, guests and more.","Los Angeles,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Trueface&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
RiskIQ,https://riskiq.net/,"RiskIQ is the leader in Digital Threat Management (DTM), providing the most comprehensive discovery, intelligence, and mitigation of threats associated with an organization’s digital presence. With RiskIQ, organizations can understand their digital attack surface, expedite investigations, assess risk, and take actions to protect their business, brand, and customers from external threats.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=RiskIQ&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Sema,https://www.semasoftware.com/,"Sema is a SaaS solution that evaluates the quality of software, quality of developers, and the contributions of developers to software quality. Sema is transforming software maintenance so organizations can focus on creating the future, not fixing the past. These solutions provide unprecedented visibility into an organization’s code and development teams, so they can make the right choices, faster.","Baltimore,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Sema&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Scale AI,https://www.scale.com/,"Scale’s AI technologies are able to sift through extraordinary amounts of high quality data. Scales technology works to label machine learning and algorithms, ensuring that accuracy is above a certain threshold. Scale has expanded past computer vision and perception, to document understanding, ADP, Booking.com, analyzing text, analyzing audio, even across multiple languages.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Scale%20AI&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Enview,https://www.enview.com/,"Enview is a 3D geospatial analytics firm that combines expertise in remote sensing, computer vision, and geospatial big data to allow customers to see the invisible and use today’s data to predict future threats. Enview’s proprietary technology automatically generates actionable insights to detect meaningful change in areas of interest to include identifying geohazards, detecting human activity that can jeopardize energy infrastructure, and calculating clearance between vegetation and powerlines to prevent outages and fires.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Enview&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
Wickr,https://wickr.com/,"Wickr is an ephemeral communication platform built to protect and expire highly-sensitive forward communication, allowing users to securely collaborate with teams or the millions of Wickr users around the globe with end-to-end encrypted file sharing, messaging, voice/video calling and admin controls across any communication device, IoT, drone or application.","San Francisco,",https://app.miniextensions.com/form/JRDGYk9hMF0rOmx2IgHk/?prefill_Status=Pending&prefill_Company=Wickr&prefill_Request%20Note=I%20would%20like%20to%20be%20connected%20with%20this%20company%2C%20thank%20you%21
